sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,position,label,cluster_description
206467.0,https://sofifa.com/player/206467/alassane-plea/200002,A. Plea,Alassane Plea,26.0,1993-03-10,181.0,79.0,France,Borussia Mönchengladbach,German 1. Bundesliga,1.0,81.0,83.0,22000000.0,40000.0,"ST, LW",Right,2.0,3.0,4.0,High/Medium,Stocky,Yes,39100000.0,,LS,14.0,,2018-07-13,2023.0,,,76.0,81.0,76.0,78.0,39.0,74.0,,,,,,,Speed Dribbler (AI),78.0,82.0,73.0,76.0,81.0,78.0,78.0,74.0,68.0,79.0,76.0,76.0,77.0,81.0,77.0,83.0,71.0,78.0,77.0,81.0,63.0,39.0,83.0,78.0,65.0,76.0,,40.0,30.0,11.0,15.0,16.0,12.0,15.0,80+2,80+2,80+2,79+0,79+0,79+0,79+0,79+0,78+2,78+2,78+2,78+2,73+2,73+2,73+2,78+2,61+2,59+2,59+2,59+2,61+2,58+2,53+2,53+2,53+2,58+2,striker,3.0,Tall and powerful strikers / Young and speed / aggressive / low skills but good heading
207791.0,https://sofifa.com/player/207791/yussuf-poulsen/200002,Y. Poulsen,Yussuf Yurary Poulsen,25.0,1994-06-15,193.0,78.0,Denmark,RB Leipzig,German 1. Bundesliga,1.0,81.0,83.0,22000000.0,60000.0,ST,Right,2.0,3.0,3.0,High/High,Lean,Yes,39100000.0,#Engine,RS,9.0,,2013-07-04,2022.0,RW,20.0,83.0,74.0,67.0,75.0,56.0,82.0,,,,,,,Team Player,69.0,80.0,85.0,75.0,75.0,76.0,71.0,43.0,48.0,76.0,81.0,84.0,75.0,81.0,55.0,74.0,84.0,87.0,79.0,59.0,84.0,48.0,86.0,68.0,59.0,69.0,,59.0,33.0,6.0,11.0,15.0,14.0,8.0,79+2,79+2,79+2,77+0,78+0,78+0,78+0,77+0,75+2,75+2,75+2,76+2,70+2,70+2,70+2,76+2,66+2,64+2,64+2,64+2,66+2,65+2,65+2,65+2,65+2,65+2,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
208093.0,https://sofifa.com/player/208093/gerard-moreno-balaguero/200002,Gerard Moreno,Gerard Moreno Balagueró,27.0,1992-04-07,180.0,77.0,Spain,Villarreal CF,Spain Primera Division,1.0,81.0,82.0,21000000.0,50000.0,"ST, CF",Left,1.0,4.0,3.0,High/Medium,Normal,Yes,45700000.0,,ST,7.0,,2018-07-02,2023.0,,,76.0,79.0,66.0,78.0,45.0,69.0,,,,,,,"Finesse Shot, Outside Foot Shot",61.0,80.0,80.0,75.0,81.0,79.0,70.0,56.0,56.0,80.0,75.0,77.0,72.0,78.0,67.0,80.0,75.0,73.0,72.0,78.0,55.0,40.0,80.0,62.0,75.0,72.0,,41.0,41.0,15.0,12.0,7.0,12.0,10.0,79+2,79+2,79+2,76+0,77+0,77+0,77+0,76+0,75+2,75+2,75+2,74+2,69+2,69+2,69+2,74+2,61+2,58+2,58+2,58+2,61+2,59+2,56+2,56+2,56+2,59+2,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
223689.0,https://sofifa.com/player/223689/wout-weghorst/200002,W. Weghorst,Wout Weghorst,26.0,1992-08-07,197.0,84.0,Netherlands,VfL Wolfsburg,German 1. Bundesliga,1.0,81.0,82.0,21000000.0,60000.0,ST,Right,1.0,3.0,3.0,High/High,Normal,No,37300000.0,"#Aerial Threat, #Strength",ST,9.0,,2018-07-01,2023.0,,,63.0,80.0,59.0,69.0,39.0,83.0,,,,,,,Power Header,42.0,84.0,87.0,76.0,79.0,65.0,40.0,37.0,48.0,78.0,57.0,68.0,63.0,82.0,44.0,84.0,79.0,85.0,86.0,66.0,76.0,34.0,85.0,65.0,77.0,80.0,,32.0,25.0,11.0,9.0,14.0,16.0,12.0,80+2,80+2,80+2,70+0,75+0,75+0,75+0,70+0,72+2,72+2,72+2,69+2,67+2,67+2,67+2,69+2,55+2,57+2,57+2,57+2,55+2,53+2,55+2,55+2,55+2,53+2,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
142707.0,https://sofifa.com/player/142707/lisandro-lopez/200002,L. López,Lisandro López,36.0,1983-03-02,174.0,72.0,Argentina,Racing Club,Argentina Primera División,1.0,81.0,81.0,6500000.0,20000.0,ST,Right,2.0,4.0,4.0,High/High,Normal,Yes,9100000.0,,LS,15.0,,2016-01-04,2020.0,,,75.0,82.0,73.0,80.0,50.0,70.0,,,,,,,"Leadership, Outside Foot Shot",66.0,86.0,79.0,76.0,74.0,79.0,78.0,73.0,71.0,82.0,74.0,75.0,77.0,77.0,79.0,82.0,79.0,65.0,76.0,75.0,61.0,52.0,84.0,75.0,85.0,86.0,,58.0,34.0,8.0,10.0,11.0,13.0,6.0,80+1,80+1,80+1,78+0,80+0,80+0,80+0,78+0,78+2,78+2,78+2,76+2,74+2,74+2,74+2,76+2,62+2,63+2,63+2,63+2,62+2,61+2,59+2,59+2,59+2,61+2,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
159145.0,https://sofifa.com/player/159145/bafetimbi-gomis/200002,B. Gomis,Bafétimbi Fredius Gomis,33.0,1985-08-06,184.0,77.0,France,Al Hilal,Saudi Abdul L. Jameel League,1.0,81.0,81.0,11000000.0,60000.0,ST,Right,3.0,3.0,4.0,High/Low,Normal,Yes,18700000.0,,LS,18.0,,2018-08-23,2020.0,,,70.0,82.0,66.0,75.0,36.0,74.0,,,,,,,,61.0,84.0,84.0,75.0,79.0,78.0,61.0,62.0,46.0,79.0,69.0,70.0,59.0,78.0,58.0,84.0,74.0,73.0,83.0,75.0,52.0,38.0,79.0,71.0,83.0,82.0,,32.0,35.0,14.0,11.0,9.0,9.0,13.0,80+1,80+1,80+1,75+0,78+0,78+0,78+0,75+0,75+3,75+3,75+3,73+3,68+3,68+3,68+3,73+3,57+3,54+3,54+3,54+3,57+3,55+3,52+3,52+3,52+3,55+3,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
169195.0,https://sofifa.com/player/169195/renato-augusto/200002,Renato Augusto,Renato Soares de Oliveira Augusto,31.0,1988-02-08,186.0,86.0,Brazil,Beijing Sinobo Guoan FC,Chinese Super League,1.0,81.0,81.0,15000000.0,30000.0,"CM, CAM, CDM",Right,2.0,4.0,4.0,Medium/Medium,Normal,No,24000000.0,,LAM,5.0,,2016-01-08,2021.0,,,67.0,73.0,79.0,79.0,71.0,72.0,,,,,,,"Leadership, Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",75.0,65.0,57.0,81.0,77.0,82.0,80.0,75.0,81.0,81.0,67.0,67.0,67.0,81.0,66.0,81.0,49.0,81.0,76.0,81.0,58.0,72.0,75.0,81.0,68.0,68.0,,73.0,64.0,6.0,11.0,16.0,15.0,8.0,73+2,73+2,73+2,76+0,77+0,77+0,77+0,76+0,78+2,78+2,78+2,77+2,80+1,80+1,80+1,77+2,75+2,76+2,76+2,76+2,75+2,73+2,70+2,70+2,70+2,73+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
176600.0,https://sofifa.com/player/176600/kevin-gameiro/200002,K. Gameiro,Kévin Gameiro,32.0,1987-05-09,172.0,70.0,France,Valencia CF,Spain Primera Division,1.0,81.0,81.0,14000000.0,50000.0,ST,Right,3.0,4.0,3.0,Medium/Medium,Normal,Yes,29400000.0,,RS,9.0,,2018-08-13,2021.0,,,85.0,79.0,74.0,77.0,43.0,67.0,,,,,,,Outside Foot Shot,69.0,80.0,67.0,79.0,78.0,76.0,74.0,70.0,69.0,78.0,87.0,84.0,80.0,81.0,76.0,82.0,84.0,71.0,64.0,73.0,66.0,38.0,85.0,75.0,81.0,80.0,,33.0,39.0,6.0,10.0,8.0,8.0,6.0,79+2,79+2,79+2,79+0,80+0,80+0,80+0,79+0,78+3,78+3,78+3,78+3,72+3,72+3,72+3,78+3,63+3,60+3,60+3,60+3,63+3,60+3,54+3,54+3,54+3,60+3,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
177388.0,https://sofifa.com/player/177388/dimitri-payet/200002,D. Payet,Dimitri Payet,32.0,1987-03-29,175.0,77.0,France,Olympique de Marseille,French Ligue 1,1.0,81.0,81.0,14000000.0,50000.0,"CAM, LW",Right,3.0,4.0,4.0,High/Low,Normal,Yes,26600000.0,,LW,10.0,,2017-01-30,2021.0,,,71.0,77.0,82.0,81.0,38.0,67.0,,,,,,,"Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",84.0,76.0,59.0,82.0,76.0,81.0,84.0,75.0,80.0,84.0,70.0,71.0,77.0,73.0,80.0,80.0,48.0,70.0,72.0,78.0,57.0,37.0,77.0,83.0,74.0,79.0,,36.0,39.0,11.0,15.0,9.0,14.0,12.0,75+3,75+3,75+3,79+0,78+0,78+0,78+0,79+0,80+1,80+1,80+1,79+2,76+3,76+3,76+3,79+2,62+3,61+3,61+3,61+3,62+3,58+3,50+3,50+3,50+3,58+3,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
184431.0,https://sofifa.com/player/184431/sebastian-giovinco/200002,S. Giovinco,Sebastian Giovinco,32.0,1987-01-26,163.0,61.0,Italy,Al Hilal,Saudi Abdul L. Jameel League,1.0,81.0,81.0,14000000.0,60000.0,"CF, ST, RM",Right,2.0,4.0,4.0,High/Medium,Normal,Yes,23800000.0,"#Dribbler, #FK Specialist, #Acrobat",RS,9.0,,2019-01-31,2022.0,,,81.0,79.0,79.0,87.0,27.0,56.0,,,,,,,"Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",72.0,78.0,34.0,80.0,75.0,86.0,90.0,92.0,76.0,86.0,84.0,78.0,94.0,83.0,93.0,80.0,34.0,75.0,42.0,81.0,75.0,26.0,83.0,78.0,73.0,82.0,,29.0,28.0,6.0,3.0,6.0,3.0,3.0,75+2,75+2,75+2,82+,81+0,81+0,81+0,82+,82+,82+,82+,81+0,75+2,75+2,75+2,81+0,59+2,57+2,57+2,57+2,59+2,54+2,41+2,41+2,41+2,54+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
204399.0,https://sofifa.com/player/204399/eran-zahavi/200002,E. Zahavi,Eran Zahavi,31.0,1987-07-25,182.0,71.0,Israel,Guangzhou R&F FC,Chinese Super League,1.0,81.0,81.0,16000000.0,30000.0,"CF, ST",Right,1.0,4.0,4.0,High/Low,Normal,No,24800000.0,,LW,7.0,,2016-07-01,2020.0,,,75.0,81.0,73.0,82.0,39.0,70.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",60.0,86.0,69.0,78.0,77.0,82.0,74.0,78.0,69.0,83.0,76.0,74.0,89.0,79.0,72.0,79.0,75.0,74.0,68.0,78.0,68.0,38.0,83.0,81.0,65.0,74.0,,41.0,34.0,13.0,12.0,13.0,8.0,16.0,79+2,79+2,79+2,79+0,81+0,81+0,81+0,79+0,81+0,81+0,81+0,78+2,75+2,75+2,75+2,78+2,60+2,60+2,60+2,60+2,60+2,57+2,53+2,53+2,53+2,57+2,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
224334.0,https://sofifa.com/player/224334/marcos-acuna/200002,M. Acuña,Marcos Javier Acuña,27.0,1991-10-28,172.0,69.0,Argentina,Sporting CP,Portuguese Liga ZON SAGRES,1.0,81.0,81.0,18500000.0,20000.0,"LW, LB",Left,2.0,3.0,4.0,High/High,Stocky,No,37000000.0,"#Dribbler, #Engine, #Crosser",LW,9.0,,2017-07-21,2023.0,SUB,8.0,76.0,74.0,81.0,86.0,76.0,84.0,,,,,,,"Flair, Technical Dribbler (AI)",87.0,66.0,63.0,78.0,68.0,87.0,87.0,78.0,76.0,85.0,78.0,75.0,83.0,80.0,86.0,83.0,69.0,90.0,81.0,84.0,88.0,76.0,77.0,82.0,74.0,87.0,,80.0,75.0,8.0,14.0,13.0,13.0,14.0,76+2,76+2,76+2,81+0,79+0,79+0,79+0,81+0,80+1,80+1,80+1,81+0,81+0,81+0,81+0,81+0,81+0,80+1,80+1,80+1,81+0,79+2,77+2,77+2,77+2,79+2,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
242444.0,https://sofifa.com/player/242444/joao-felix-sequeira/200002,João Félix,João Félix Sequeira,19.0,1999-11-10,181.0,70.0,Portugal,Atlético Madrid,Spain Primera Division,1.0,80.0,93.0,28000000.0,40000.0,"CF, ST",Right,1.0,4.0,5.0,High/Medium,Lean,No,74900000.0,,RS,7.0,,2019-07-03,2026.0,RS,23.0,82.0,80.0,74.0,81.0,40.0,70.0,,,,,,,"Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",73.0,79.0,69.0,76.0,79.0,82.0,81.0,58.0,67.0,80.0,79.0,85.0,83.0,83.0,80.0,82.0,79.0,79.0,64.0,80.0,69.0,38.0,84.0,77.0,68.0,82.0,,42.0,35.0,13.0,12.0,14.0,13.0,14.0,79+2,79+2,79+2,80+0,80+0,80+0,80+0,80+0,79+2,79+2,79+2,79+2,74+2,74+2,74+2,79+2,63+2,60+2,60+2,60+2,63+2,60+2,53+2,53+2,53+2,60+2,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
223113.0,https://sofifa.com/player/223113/krzysztof-piatek/200002,K. Piątek,Krzysztof Piątek,24.0,1995-07-01,183.0,77.0,Poland,Milan,Italian Serie A,1.0,80.0,86.0,20500000.0,40000.0,ST,Right,1.0,3.0,3.0,Medium/Medium,Normal,No,39000000.0,#Poacher,LS,9.0,,2019-01-23,2023.0,RS,23.0,76.0,80.0,53.0,73.0,38.0,71.0,,,,,,,Outside Foot Shot,51.0,86.0,80.0,64.0,75.0,72.0,60.0,40.0,35.0,76.0,78.0,75.0,74.0,76.0,61.0,80.0,81.0,73.0,76.0,69.0,51.0,31.0,86.0,52.0,75.0,72.0,,38.0,24.0,10.0,15.0,10.0,6.0,13.0,79+2,79+2,79+2,72+0,75+0,75+0,75+0,72+0,70+2,70+2,70+2,69+2,61+2,61+2,61+2,69+2,54+2,51+2,51+2,51+2,54+2,53+2,51+2,51+2,51+2,53+2,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
224458.0,https://sofifa.com/player/224458/diogo-jose-teixeira-da-silva/200002,Diogo Jota,Diogo José Teixeira da Silva,22.0,1996-12-04,178.0,73.0,Portugal,Wolverhampton Wanderers,English Premier League,1.0,80.0,86.0,20500000.0,80000.0,"CF, LW",Right,2.0,5.0,4.0,High/High,Normal,Yes,43100000.0,#Acrobat,LS,18.0,,2018-07-01,2022.0,SUB,11.0,83.0,77.0,70.0,84.0,53.0,76.0,,,,,,,"Solid Player, Speed Dribbler (AI)",67.0,77.0,52.0,72.0,75.0,84.0,76.0,58.0,68.0,84.0,88.0,79.0,87.0,81.0,86.0,82.0,66.0,80.0,71.0,74.0,85.0,54.0,82.0,73.0,63.0,84.0,,54.0,44.0,7.0,12.0,15.0,9.0,11.0,77+2,77+2,77+2,79+0,80+0,80+0,80+0,79+0,79+2,79+2,79+2,78+2,74+2,74+2,74+2,78+2,67+2,67+2,67+2,67+2,67+2,65+2,61+2,61+2,61+2,65+2,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
211591.0,https://sofifa.com/player/211591/moussa-dembele/200002,M. Dembélé,Moussa Dembélé,22.0,1996-07-12,183.0,74.0,France,Olympique Lyonnais,French Ligue 1,1.0,80.0,85.0,20000000.0,70000.0,ST,Right,1.0,3.0,4.0,High/Medium,Normal,No,39500000.0,,ST,9.0,,2018-08-31,2023.0,,,82.0,77.0,61.0,76.0,30.0,81.0,,,,,,,Flair,50.0,81.0,76.0,71.0,69.0,75.0,69.0,41.0,48.0,79.0,79.0,85.0,78.0,77.0,68.0,80.0,83.0,74.0,86.0,66.0,75.0,22.0,82.0,68.0,82.0,76.0,,14.0,16.0,7.0,13.0,11.0,10.0,8.0,79+2,79+2,79+2,75+0,77+0,77+0,77+0,75+0,74+2,74+2,74+2,73+2,65+2,65+2,65+2,73+2,52+2,51+2,51+2,51+2,52+2,50+2,49+2,49+2,49+2,50+2,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
212623.0,https://sofifa.com/player/212623/santiago-mina-lorenzo/200002,Santi Mina,Santiago Mina Lorenzo,23.0,1995-12-07,181.0,77.0,Spain,RC Celta,Spain Primera Division,1.0,80.0,85.0,20000000.0,30000.0,ST,Right,1.0,4.0,3.0,High/Medium,Normal,Yes,43500000.0,,LS,22.0,,2019-07-14,2024.0,,,77.0,79.0,69.0,78.0,53.0,72.0,,,,,,,Speed Dribbler (AI),73.0,82.0,77.0,72.0,75.0,79.0,69.0,55.0,65.0,79.0,75.0,78.0,75.0,79.0,72.0,80.0,73.0,75.0,71.0,74.0,69.0,55.0,83.0,68.0,67.0,69.0,,46.0,49.0,9.0,8.0,14.0,8.0,15.0,79+2,79+2,79+2,77+0,78+0,78+0,78+0,77+0,76+2,76+2,76+2,76+2,72+2,72+2,72+2,76+2,66+2,64+2,64+2,64+2,66+2,64+2,61+2,61+2,61+2,64+2,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
212692.0,https://sofifa.com/player/212692/marcos-paulo-mesquita-lopes/200002,Rony Lopes,Marcos Paulo Mesquita Lopes,23.0,1995-12-28,174.0,68.0,Portugal,Sevilla FC,Spain Primera Division,1.0,80.0,85.0,20000000.0,20000.0,"LM, LW",Left,2.0,3.0,4.0,High/Medium,Stocky,No,43500000.0,,LW,7.0,,2019-08-14,2024.0,,,79.0,75.0,76.0,83.0,30.0,57.0,,,,,,,"Long Shot Taker (AI), Speed Dribbler (AI)",77.0,77.0,38.0,78.0,56.0,84.0,76.0,73.0,71.0,82.0,83.0,76.0,84.0,76.0,88.0,77.0,50.0,70.0,58.0,74.0,39.0,29.0,78.0,77.0,65.0,74.0,,28.0,27.0,11.0,10.0,12.0,12.0,11.0,73+2,73+2,73+2,79+0,78+0,78+0,78+0,79+0,79+2,79+2,79+2,79+2,72+2,72+2,72+2,79+2,59+2,55+2,55+2,55+2,59+2,54+2,42+2,42+2,42+2,54+2,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
215330.0,https://sofifa.com/player/215330/joaquin-correa/200002,J. Correa,Carlos Joaquín Correa,24.0,1994-08-13,188.0,77.0,Argentina,Lazio,Italian Serie A,1.0,80.0,85.0,20000000.0,50000.0,"CF, ST, CAM",Right,1.0,4.0,4.0,High/Medium,Lean,Yes,35500000.0,,CF,11.0,,2018-08-01,2023.0,,,84.0,75.0,75.0,85.0,39.0,67.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",74.0,77.0,68.0,78.0,75.0,87.0,79.0,63.0,69.0,86.0,82.0,86.0,84.0,77.0,67.0,78.0,63.0,73.0,72.0,71.0,48.0,36.0,77.0,77.0,57.0,73.0,,37.0,26.0,11.0,10.0,7.0,8.0,8.0,78+2,78+2,78+2,81+0,80+0,80+0,80+0,81+0,80+2,80+2,80+2,80+2,74+2,74+2,74+2,80+2,62+2,59+2,59+2,59+2,62+2,58+2,51+2,51+2,51+2,58+2,striker,3.0,Tall and powerful strikers / Young and speed / aggressive / low skills but good heading
202477.0,https://sofifa.com/player/202477/gerard-deulofeu-lazaro/200002,Deulofeu,Gerard Deulofeu Lázaro,25.0,1994-03-13,177.0,73.0,Spain,Watford,English Premier League,1.0,80.0,83.0,19000000.0,80000.0,"CF, RW, LW",Right,3.0,4.0,4.0,High/Low,Normal,Yes,37500000.0,"#Dribbler, #Acrobat",RS,7.0,,2018-06-11,2023.0,,,88.0,73.0,75.0,87.0,30.0,56.0,,,,,,,"Flair, Technical Dribbler (AI)",75.0,74.0,40.0,78.0,70.0,89.0,84.0,77.0,62.0,86.0,89.0,88.0,93.0,75.0,77.0,75.0,70.0,70.0,54.0,68.0,40.0,25.0,78.0,77.0,77.0,77.0,,30.0,22.0,12.0,16.0,14.0,11.0,11.0,74+3,74+3,74+3,81+0,80+0,80+0,80+0,81+0,80+3,80+3,80+3,80+3,71+3,71+3,71+3,80+3,59+3,54+3,54+3,54+3,59+3,54+3,42+3,42+3,42+3,54+3,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
220018.0,https://sofifa.com/player/220018/ante-rebic/200002,A. Rebić,Ante Rebić,25.0,1993-09-21,185.0,78.0,Croatia,Eintracht Frankfurt,German 1. Bundesliga,1.0,80.0,83.0,19000000.0,40000.0,"ST, LW, CAM",Right,1.0,4.0,4.0,High/Medium,Normal,Yes,33700000.0,,ST,4.0,,2017-12-20,2022.0,,,88.0,80.0,70.0,78.0,39.0,81.0,,,,,,,"Long Shot Taker (AI), Speed Dribbler (AI), Technical Dribbler (AI)",74.0,79.0,71.0,73.0,82.0,80.0,76.0,58.0,57.0,78.0,84.0,91.0,74.0,78.0,68.0,85.0,66.0,79.0,83.0,79.0,84.0,29.0,79.0,70.0,63.0,75.0,,50.0,25.0,13.0,15.0,12.0,13.0,14.0,79+2,79+2,79+2,78+0,79+0,79+0,79+0,78+0,76+2,76+2,76+2,77+2,70+2,70+2,70+2,77+2,61+2,58+2,58+2,58+2,61+2,58+2,54+2,54+2,54+2,58+2,striker,3.0,Tall and powerful strikers / Young and speed / aggressive / low skills but good heading
230977.0,https://sofifa.com/player/230977/miguel-almiron/200002,M. Almirón,Miguel Ángel Almirón Rejala,25.0,1994-02-10,174.0,63.0,Paraguay,Newcastle United,English Premier League,1.0,80.0,83.0,18500000.0,50000.0,"LW, CF",Left,1.0,2.0,4.0,High/High,Lean,Yes,36500000.0,,LS,24.0,,2019-01-31,2024.0,CAM,23.0,89.0,74.0,76.0,82.0,48.0,63.0,,,,,,,"Long Shot Taker (AI), Speed Dribbler (AI)",72.0,73.0,43.0,80.0,75.0,83.0,74.0,70.0,70.0,81.0,89.0,89.0,87.0,79.0,64.0,78.0,46.0,84.0,53.0,73.0,65.0,50.0,74.0,78.0,69.0,76.0,,53.0,49.0,6.0,9.0,13.0,13.0,12.0,73+2,73+2,73+2,80+0,79+0,79+0,79+0,80+0,79+2,79+2,79+2,80+2,75+2,75+2,75+2,80+2,69+2,65+2,65+2,65+2,69+2,65+2,55+2,55+2,55+2,65+2,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
196978.0,https://sofifa.com/player/196978/callum-wilson/200002,C. Wilson,Callum Wilson,27.0,1992-02-27,180.0,66.0,England,Bournemouth,English Premier League,1.0,80.0,81.0,17500000.0,80000.0,ST,Right,1.0,3.0,4.0,High/Medium,Normal,Yes,34600000.0,,ST,13.0,,2014-07-04,2023.0,SUB,22.0,87.0,78.0,67.0,77.0,39.0,75.0,,,,,,,"Injury Prone, Speed Dribbler (AI)",61.0,83.0,78.0,72.0,72.0,78.0,63.0,45.0,62.0,77.0,84.0,89.0,75.0,78.0,73.0,77.0,73.0,75.0,75.0,69.0,73.0,40.0,83.0,72.0,78.0,79.0,,39.0,25.0,10.0,15.0,8.0,10.0,6.0,79+2,79+2,79+2,77+0,78+0,78+0,78+0,77+0,76+2,76+2,76+2,76+2,70+2,70+2,70+2,76+2,59+2,58+2,58+2,58+2,59+2,57+2,53+2,53+2,53+2,57+2,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
54050.0,https://sofifa.com/player/54050/wayne-rooney/200002,W. Rooney,Wayne Mark Rooney,33.0,1985-10-24,176.0,83.0,England,DC United,USA Major League Soccer,1.0,80.0,80.0,9500000.0,15000.0,ST,Right,4.0,4.0,3.0,Medium/High,Stocky,Yes,14300000.0,,ST,9.0,,2018-07-10,2021.0,,,64.0,81.0,80.0,76.0,56.0,76.0,,,,,,,"Leadership, Long Passer (AI), Long Shot Taker (AI), Outside Foot Shot, Chip Shot (AI)",73.0,80.0,75.0,81.0,83.0,74.0,82.0,83.0,82.0,80.0,64.0,64.0,66.0,82.0,77.0,85.0,74.0,70.0,78.0,80.0,81.0,56.0,80.0,82.0,81.0,88.0,,55.0,40.0,10.0,11.0,13.0,8.0,7.0,78+2,78+2,78+2,76+0,78+0,78+0,78+0,76+0,78+2,78+2,78+2,76+3,77+3,77+3,77+3,76+3,66+3,70+3,70+3,70+3,66+3,64+3,64+3,64+3,64+3,64+3,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
139068.0,https://sofifa.com/player/139068/luis-carlos-almeida-da-cunha/200002,Nani,Luís Carlos Almeida da Cunha,32.0,1986-11-17,177.0,70.0,Portugal,Orlando City SC,USA Major League Soccer,1.0,80.0,80.0,11500000.0,15000.0,"LW, RW",Right,3.0,5.0,5.0,High/Medium,Lean,Yes,17300000.0,#Dribbler,LW,17.0,,2019-02-19,2021.0,,,72.0,75.0,79.0,86.0,37.0,62.0,,,,,,,"Flair, Outside Foot Shot, Technical Dribbler (AI)",80.0,68.0,62.0,80.0,75.0,88.0,86.0,80.0,77.0,87.0,78.0,67.0,85.0,75.0,78.0,85.0,35.0,66.0,56.0,83.0,79.0,31.0,77.0,78.0,70.0,84.0,,22.0,20.0,5.0,10.0,13.0,6.0,6.0,75+3,75+3,75+3,80+0,79+0,79+0,79+0,80+0,80+0,80+0,80+0,79+1,74+3,74+3,74+3,79+1,59+3,59+3,59+3,59+3,59+3,54+3,48+3,48+3,48+3,54+3,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
153244.0,https://sofifa.com/player/153244/andre-pierre-gignac/200002,A. Gignac,André-Pierre Gignac,33.0,1985-12-05,187.0,91.0,France,Tigres U.A.N.L.,Mexican Liga MX,1.0,80.0,80.0,9500000.0,90000.0,ST,Right,3.0,3.0,3.0,Medium/Medium,Stocky,Yes,15200000.0,#Strength,ST,10.0,,2015-06-18,2023.0,,,69.0,82.0,71.0,71.0,43.0,83.0,,,,,,,"Finesse Shot, Power Header, Outside Foot Shot, Team Player",72.0,83.0,78.0,71.0,78.0,73.0,77.0,70.0,68.0,72.0,71.0,68.0,66.0,78.0,54.0,84.0,72.0,71.0,91.0,79.0,80.0,51.0,81.0,72.0,78.0,80.0,,41.0,23.0,10.0,15.0,14.0,11.0,11.0,78+2,78+2,78+2,74+0,76+0,76+0,76+0,74+0,74+3,74+3,74+3,73+3,70+3,70+3,70+3,73+3,59+3,60+3,60+3,60+3,59+3,56+3,57+3,57+3,57+3,56+3,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
